comparison_label,candidate_model_id,baseline_model_id,domain12,domain_label,window_start,window_end,n,delta_spearman,display_delta,out_of_scale,status
Broad T0 219 − Expanded 153,broad_t0,expanded,ecology_evolution_microbiology,"Ecology, evolution & microbiology",1987,1989,136,0.002132673049606515,0.002132673049606515,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,ecology_evolution_microbiology,"Ecology, evolution & microbiology",1988,1990,148,-0.0028906652697857638,-0.0028906652697857638,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,ecology_evolution_microbiology,"Ecology, evolution & microbiology",1989,1991,138,-0.005796784532508759,-0.005796784532508759,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,ecology_evolution_microbiology,"Ecology, evolution & microbiology",1990,1992,131,-0.019153889891573406,-0.019153889891573406,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,ecology_evolution_microbiology,"Ecology, evolution & microbiology",1991,1993,127,-0.004832777335724514,-0.004832777335724514,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,ecology_evolution_microbiology,"Ecology, evolution & microbiology",1992,1994,122,-0.003909848333717991,-0.003909848333717991,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,ecology_evolution_microbiology,"Ecology, evolution & microbiology",1993,1995,126,-0.0025681636626200266,-0.0025681636626200266,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,ecology_evolution_microbiology,"Ecology, evolution & microbiology",1994,1996,142,-0.0004117201670482684,-0.0004117201670482684,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,ecology_evolution_microbiology,"Ecology, evolution & microbiology",1995,1997,146,0.0024152258621183975,0.0024152258621183975,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,ecology_evolution_microbiology,"Ecology, evolution & microbiology",1996,1998,166,0.007344992915922832,0.007344992915922832,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,ecology_evolution_microbiology,"Ecology, evolution & microbiology",1997,1999,191,0.006560347866040539,0.006560347866040539,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,ecology_evolution_microbiology,"Ecology, evolution & microbiology",1998,2000,227,-0.0007147713259996191,-0.0007147713259996191,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,ecology_evolution_microbiology,"Ecology, evolution & microbiology",1999,2001,255,-0.0020986011786521264,-0.0020986011786521264,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,ecology_evolution_microbiology,"Ecology, evolution & microbiology",2000,2002,241,-0.006191178572329981,-0.006191178572329981,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,ecology_evolution_microbiology,"Ecology, evolution & microbiology",2001,2003,234,-0.0006745253658775319,-0.0006745253658775319,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,ecology_evolution_microbiology,"Ecology, evolution & microbiology",2002,2004,224,0.0029004742320338783,0.0029004742320338783,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,ecology_evolution_microbiology,"Ecology, evolution & microbiology",2003,2005,210,0.005738044931912323,0.005738044931912323,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,ecology_evolution_microbiology,"Ecology, evolution & microbiology",2004,2006,199,0.011969187217966804,0.011969187217966804,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,ecology_evolution_microbiology,"Ecology, evolution & microbiology",2005,2007,167,0.008140059128331711,0.008140059128331711,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,ecology_evolution_microbiology,"Ecology, evolution & microbiology",2006,2008,166,0.0033721120299315954,0.0033721120299315954,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,ecology_evolution_microbiology,"Ecology, evolution & microbiology",2007,2009,164,-0.0011120756223269579,-0.0011120756223269579,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,ecology_evolution_microbiology,"Ecology, evolution & microbiology",2008,2010,176,-0.00043361734538249763,-0.00043361734538249763,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,ecology_evolution_microbiology,"Ecology, evolution & microbiology",2009,2011,201,0.002298295446939602,0.002298295446939602,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,ecology_evolution_microbiology,"Ecology, evolution & microbiology",2010,2012,237,0.00309528802562109,0.00309528802562109,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,ecology_evolution_microbiology,"Ecology, evolution & microbiology",2011,2013,301,0.002403680417327636,0.002403680417327636,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,ecology_evolution_microbiology,"Ecology, evolution & microbiology",2012,2014,379,-0.0010679039147500902,-0.0010679039147500902,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,ecology_evolution_microbiology,"Ecology, evolution & microbiology",2013,2015,540,0.0022778415014387265,0.0022778415014387265,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,ecology_evolution_microbiology,"Ecology, evolution & microbiology",2014,2016,861,0.0072138011009139635,0.0072138011009139635,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,ecology_evolution_microbiology,"Ecology, evolution & microbiology",2015,2017,1280,0.006056060328775481,0.006056060328775481,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,ecology_evolution_microbiology,"Ecology, evolution & microbiology",2016,2018,1512,0.006416302286504472,0.006416302286504472,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,ecology_evolution_microbiology,"Ecology, evolution & microbiology",2017,2019,1575,0.005866409797411154,0.005866409797411154,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,ecology_evolution_microbiology,"Ecology, evolution & microbiology",2018,2020,1552,0.0006192101401069072,0.0006192101401069072,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,ecology_evolution_microbiology,"Ecology, evolution & microbiology",2019,2021,0,,,False,not_mature
Broad T0 219 − Expanded 153,broad_t0,expanded,ecology_evolution_microbiology,"Ecology, evolution & microbiology",2020,2022,0,,,False,not_mature
Broad T0 219 − Expanded 153,broad_t0,expanded,materials_nanoscience,Materials & nanoscience,1986,1988,186,-0.010768510151791366,-0.010768510151791366,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,materials_nanoscience,Materials & nanoscience,1987,1989,177,0.0003393814407141038,0.0003393814407141038,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,materials_nanoscience,Materials & nanoscience,1988,1990,155,0.008749101272866766,0.008749101272866766,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,materials_nanoscience,Materials & nanoscience,1989,1991,159,0.004145606627187659,0.004145606627187659,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,materials_nanoscience,Materials & nanoscience,1990,1992,163,0.005409843153928562,0.005409843153928562,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,materials_nanoscience,Materials & nanoscience,1991,1993,167,0.005339734576227717,0.005339734576227717,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,materials_nanoscience,Materials & nanoscience,1992,1994,174,0.006426164999146944,0.006426164999146944,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,materials_nanoscience,Materials & nanoscience,1993,1995,177,0.009459477645203163,0.009459477645203163,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,materials_nanoscience,Materials & nanoscience,1994,1996,199,0.010106248984285693,0.010106248984285693,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,materials_nanoscience,Materials & nanoscience,1995,1997,221,0.022171783710343007,0.022171783710343007,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,materials_nanoscience,Materials & nanoscience,1996,1998,251,0.007193573613948678,0.007193573613948678,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,materials_nanoscience,Materials & nanoscience,1997,1999,286,0.001169874687380279,0.001169874687380279,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,materials_nanoscience,Materials & nanoscience,1998,2000,306,0.00475228943902728,0.00475228943902728,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,materials_nanoscience,Materials & nanoscience,1999,2001,332,0.003032214064088379,0.003032214064088379,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,materials_nanoscience,Materials & nanoscience,2000,2002,348,-0.002659475168358516,-0.002659475168358516,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,materials_nanoscience,Materials & nanoscience,2001,2003,379,-0.007461190957765429,-0.007461190957765429,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,materials_nanoscience,Materials & nanoscience,2002,2004,411,-0.011000240025202501,-0.011000240025202501,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,materials_nanoscience,Materials & nanoscience,2003,2005,448,-0.008870081082769765,-0.008870081082769765,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,materials_nanoscience,Materials & nanoscience,2004,2006,531,-0.00449183823305932,-0.00449183823305932,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,materials_nanoscience,Materials & nanoscience,2005,2007,682,0.00018550046311505142,0.00018550046311505142,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,materials_nanoscience,Materials & nanoscience,2006,2008,856,-0.0013468505517785223,-0.0013468505517785223,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,materials_nanoscience,Materials & nanoscience,2007,2009,1001,-0.0009561470080101664,-0.0009561470080101664,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,materials_nanoscience,Materials & nanoscience,2008,2010,1020,-0.004167384210680081,-0.004167384210680081,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,materials_nanoscience,Materials & nanoscience,2009,2011,1078,-0.003368388497267061,-0.003368388497267061,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,materials_nanoscience,Materials & nanoscience,2010,2012,1232,-0.0024033189395304966,-0.0024033189395304966,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,materials_nanoscience,Materials & nanoscience,2011,2013,1888,0.0007956222724533335,0.0007956222724533335,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,materials_nanoscience,Materials & nanoscience,2012,2014,2806,4.586810651419082e-05,4.586810651419082e-05,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,materials_nanoscience,Materials & nanoscience,2013,2015,4245,4.792875272674468e-05,4.792875272674468e-05,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,materials_nanoscience,Materials & nanoscience,2014,2016,5807,-0.005569583731262373,-0.005569583731262373,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,materials_nanoscience,Materials & nanoscience,2015,2017,6994,-0.009319394544059723,-0.009319394544059723,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,materials_nanoscience,Materials & nanoscience,2016,2018,6894,0.002485073605575927,0.002485073605575927,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,materials_nanoscience,Materials & nanoscience,2017,2019,6298,0.005883010077284201,0.005883010077284201,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,materials_nanoscience,Materials & nanoscience,2018,2020,5822,-0.00234640174330758,-0.00234640174330758,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,materials_nanoscience,Materials & nanoscience,2019,2021,0,,,False,not_mature
Broad T0 219 − Expanded 153,broad_t0,expanded,materials_nanoscience,Materials & nanoscience,2020,2022,0,,,False,not_mature
Broad T0 219 − Expanded 153,broad_t0,expanded,neuroscience,Neuroscience,1986,1988,337,-0.004662606801253966,-0.004662606801253966,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,neuroscience,Neuroscience,1987,1989,297,-0.00650189025866077,-0.00650189025866077,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,neuroscience,Neuroscience,1988,1990,275,-0.013881542237654365,-0.013881542237654365,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,neuroscience,Neuroscience,1989,1991,274,-0.011735178368323274,-0.011735178368323274,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,neuroscience,Neuroscience,1990,1992,285,-0.007424637111338006,-0.007424637111338006,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,neuroscience,Neuroscience,1991,1993,380,-0.025869392808841596,-0.025869392808841596,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,neuroscience,Neuroscience,1992,1994,433,-0.018237315741723825,-0.018237315741723825,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,neuroscience,Neuroscience,1993,1995,519,-0.009361207780468561,-0.009361207780468561,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,neuroscience,Neuroscience,1994,1996,569,-0.0008029350200196017,-0.0008029350200196017,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,neuroscience,Neuroscience,1995,1997,649,-0.007241887278660153,-0.007241887278660153,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,neuroscience,Neuroscience,1996,1998,778,-0.017910297288881605,-0.017910297288881605,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,neuroscience,Neuroscience,1997,1999,938,-0.012151303685145942,-0.012151303685145942,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,neuroscience,Neuroscience,1998,2000,1110,-0.004936818659605047,-0.004936818659605047,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,neuroscience,Neuroscience,1999,2001,1202,-0.001547287628303362,-0.001547287628303362,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,neuroscience,Neuroscience,2000,2002,1213,-0.001767878834405101,-0.001767878834405101,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,neuroscience,Neuroscience,2001,2003,1128,-0.0004520885684887732,-0.0004520885684887732,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,neuroscience,Neuroscience,2002,2004,1035,-0.003215660800224729,-0.003215660800224729,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,neuroscience,Neuroscience,2003,2005,1027,-0.0020060742185686875,-0.0020060742185686875,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,neuroscience,Neuroscience,2004,2006,1056,-0.005032970965407668,-0.005032970965407668,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,neuroscience,Neuroscience,2005,2007,1092,-0.003430775131276542,-0.003430775131276542,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,neuroscience,Neuroscience,2006,2008,1054,-0.0026664735433626907,-0.0026664735433626907,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,neuroscience,Neuroscience,2007,2009,1093,-0.004271317809851238,-0.004271317809851238,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,neuroscience,Neuroscience,2008,2010,1074,-0.004937932586835836,-0.004937932586835836,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,neuroscience,Neuroscience,2009,2011,1139,-0.008880246867784658,-0.008880246867784658,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,neuroscience,Neuroscience,2010,2012,1249,-0.0099664924714028,-0.0099664924714028,False,reliable
